﻿INDEX_KEY,CRTR_YMD,CRTR_WEEK,DWK_NM,CTPV_CD,CTPV_NM,SGG_CD,SGG_NM,TMZN_CD,SEX_DV,AGRDE_CLS,REVISN_AMBLT_PUL_CNT,REVISN_NMBLT_PUL_CNT
LI122100010004LI12210001000402713138,20201209,50,수,47,경상북도,4723,영천시,18,MALE,5,4915.894595,2680.933131
LI122100010004LI12210001000402713139,20201209,50,수,47,경상북도,4723,영천시,17,MALE,0,451.8418391,111.8118327
LI122100010004LI12210001000402713140,20201209,50,수,47,경상북도,4723,영천시,20,MALE,6,4567.630012,971.5426153
LI122100010004LI12210001000402713141,20201209,50,수,47,경상북도,4723,영천시,8,MALE,6,4891.506284,1871.528995
LI122100010004LI12210001000402713142,20201209,50,수,47,경상북도,4723,영천시,17,MALE,6,4642.038578,2583.604968
LI122100010004LI12210001000402713143,20201209,50,수,47,경상북도,4723,영천시,20,FEMALE,5,4563.896492,1041.369092
LI122100010004LI12210001000402713144,20201209,50,수,47,경상북도,4723,영천시,4,FEMALE,4,2466.43544,140.5688994
LI122100010004LI12210001000402713145,20201209,50,수,47,경상북도,4723,영천시,13,MALE,3,2723.750449,1263.50267
LI122100010004LI12210001000402713146,20201209,50,수,47,경상북도,4723,영천시,22,FEMALE,6,4950.635647,398.8668669
LI122100010004LI12210001000402713147,20201209,50,수,47,경상북도,4723,영천시,15,FEMALE,1,2404.693613,701.33372
LI122100010004LI12210001000402713148,20201209,50,수,47,경상북도,4723,영천시,11,MALE,2,3037.339814,1133.75728
LI122100010004LI12210001000402713149,20201209,50,수,47,경상북도,4723,영천시,4,MALE,6,4467.59434,343.5055748
LI122100010004LI12210001000402713150,20201209,50,수,47,경상북도,4723,영천시,2,FEMALE,2,1399.246312,111.730536
LI122100010004LI12210001000402713151,20201209,50,수,47,경상북도,4723,영천시,21,MALE,3,2221.501988,649.9270574
LI122100010004LI12210001000402713152,20201209,50,수,47,경상북도,4723,영천시,15,FEMALE,5,3753.238553,1714.074076
LI122100010004LI12210001000402713153,20201209,50,수,47,경상북도,4723,영천시,13,FEMALE,6,5159.391577,1584.020094
LI122100010004LI12210001000402713154,20201209,50,수,47,경상북도,4723,영천시,11,FEMALE,3,2079.110669,595.8026634
LI122100010004LI12210001000402713155,20201209,50,수,47,경상북도,4723,영천시,6,FEMALE,3,1525.909898,208.1207078
LI122100010004LI12210001000402713156,20201209,50,수,47,경상북도,4723,영천시,0,MALE,5,5451.903608,632.2153283
LI122100010004LI12210001000402713157,20201209,50,수,47,경상북도,4723,영천시,22,FEMALE,4,2749.247421,459.7015136
LI122100010004LI12210001000402713158,20201209,50,수,47,경상북도,4723,영천시,18,MALE,7,4052.328533,825.0215602
LI122100010004LI12210001000402713159,20201209,50,수,47,경상북도,4723,영천시,13,MALE,0,571.3511214,91.31289291
LI122100010004LI12210001000402713160,20201209,50,수,47,경상북도,4723,영천시,5,MALE,5,4533.778208,903.0577265
LI122100010004LI12210001000402713161,20201209,50,수,47,경상북도,4723,영천시,3,MALE,6,4540.42129,294.0823947
LI122100010004LI12210001000402713162,20201209,50,수,47,경상북도,4723,영천시,12,MALE,4,3707.018232,2051.370627
LI122100010004LI12210001000402713163,20201209,50,수,47,경상북도,4723,영천시,14,FEMALE,1,3208.434679,548.6871023
LI122100010004LI12210001000402713164,20201209,50,수,47,경상북도,4723,영천시,17,MALE,5,4853.571453,3347.671683
LI122100010004LI12210001000402713165,20201209,50,수,47,경상북도,4723,영천시,18,MALE,6,4675.346592,1738.227875
LI122100010004LI12210001000402713166,20201209,50,수,47,경상북도,4723,영천시,5,MALE,4,2715.905114,491.9147209
LI122100010004LI12210001000402713167,20201209,50,수,47,경상북도,4723,영천시,14,FEMALE,2,1720.039011,592.3046376
LI122100010004LI12210001000402713168,20201209,50,수,47,경상북도,4723,영천시,15,MALE,3,2138.434565,1289.429301
LI122100010004LI12210001000402713169,20201209,50,수,47,경상북도,4723,영천시,22,MALE,3,2093.713418,526.7539418
LI122100010004LI12210001000402713170,20201209,50,수,47,경상북도,4723,영천시,22,MALE,5,4679.575934,1058.108354
LI122100010004LI12210001000402713171,20201209,50,수,47,경상북도,4723,영천시,15,FEMALE,3,1647.676419,655.4084259
LI122100010004LI12210001000402713172,20201209,50,수,47,경상북도,4723,영천시,0,MALE,1,4102.268153,252.9876454
LI122100010004LI12210001000402713173,20201209,50,수,47,경상북도,4723,영천시,22,MALE,4,2849.105845,752.9198617
LI122100010004LI12210001000402713174,20201209,50,수,47,경상북도,4723,영천시,7,FEMALE,1,2942.305357,671.9754925
LI122100010004LI12210001000402713175,20201209,50,수,47,경상북도,4723,영천시,10,FEMALE,1,2921.658839,421.2763581
LI122100010004LI12210001000402713176,20201209,50,수,47,경상북도,4723,영천시,13,MALE,7,4152.126879,1436.941224
LI122100010004LI12210001000402713177,20201209,50,수,47,경상북도,4723,영천시,10,FEMALE,6,4990.551465,1427.239829
LI122100010004LI12210001000402713178,20201209,50,수,47,경상북도,4723,영천시,17,FEMALE,3,1947.876261,800.0788736
LI122100010004LI12210001000402713179,20201209,50,수,47,경상북도,4723,영천시,13,FEMALE,4,3164.474373,1030.43075
LI122100010004LI12210001000402713180,20201209,50,수,47,경상북도,4723,영천시,3,MALE,5,4657.142565,427.511422
LI122100010004LI12210001000402713181,20201209,50,수,47,경상북도,4723,영천시,22,FEMALE,2,1738.496971,312.7107788
LI122100010004LI12210001000402713182,20201209,50,수,47,경상북도,4723,영천시,12,FEMALE,2,1783.460125,601.1624581
LI122100010004LI12210001000402713183,20201209,50,수,47,경상북도,4723,영천시,18,FEMALE,5,4575.579953,1496.367813
LI122100010004LI12210001000402713184,20201209,50,수,47,경상북도,4723,영천시,16,MALE,7,3883.557428,1332.593655
LI122100010004LI12210001000402713185,20201209,50,수,47,경상북도,4723,영천시,22,FEMALE,5,4340.658106,540.1742406
LI122100010004LI12210001000402713186,20201209,50,수,47,경상북도,4723,영천시,9,FEMALE,0,603.2400041,34.634794
LI122100010004LI12210001000402713187,20201209,50,수,47,경상북도,4723,영천시,0,FEMALE,5,5335.44156,380.6590953
LI122100010004LI12210001000402713188,20201209,50,수,47,경상북도,4723,영천시,17,MALE,2,3099.368044,1308.422526
LI122100010004LI12210001000402713189,20201209,50,수,47,경상북도,4723,영천시,18,FEMALE,0,402.4246664,91.48067069
LI122100010004LI12210001000402713190,20201209,50,수,47,경상북도,4723,영천시,20,FEMALE,4,2850.047034,697.7239698
LI122100010004LI12210001000402713191,20201209,50,수,47,경상북도,4723,영천시,12,MALE,5,5538.36742,3048.608148
LI122100010004LI12210001000402713192,20201209,50,수,47,경상북도,4723,영천시,9,MALE,7,4386.191,1323.164452
LI122100010004LI12210001000402713193,20201209,50,수,47,경상북도,4723,영천시,5,FEMALE,1,2322.706577,88.9297924
LI122100010004LI12210001000402713194,20201209,50,수,47,경상북도,4723,영천시,11,MALE,4,3635.874036,2015.115157
LI122100010004LI12210001000402713195,20201209,50,수,47,경상북도,4723,영천시,11,FEMALE,1,3030.184597,441.8083985
LI122100010004LI12210001000402713196,20201209,50,수,47,경상북도,4723,영천시,7,FEMALE,7,5688.28133,849.7273295
LI122100010004LI12210001000402713197,20201209,50,수,47,경상북도,4723,영천시,17,MALE,1,3956.86864,914.5551319
LI122100010004LI12210001000402713198,20201209,50,수,47,경상북도,4723,영천시,14,MALE,7,4145.125255,1547.989443
LI122100010004LI12210001000402713199,20201209,50,수,47,경상북도,4723,영천시,6,MALE,6,3990.635824,1188.806143
LI122100010004LI12210001000402713200,20201209,50,수,47,경상북도,4723,영천시,8,FEMALE,4,2929.182439,1376.326101
LI122100010004LI12210001000402713201,20201209,50,수,47,경상북도,4723,영천시,18,MALE,2,3148.394254,1417.729356
LI122100010004LI12210001000402713202,20201209,50,수,47,경상북도,4723,영천시,13,FEMALE,7,6092.707026,1271.786327
LI122100010004LI12210001000402713203,20201209,50,수,47,경상북도,4723,영천시,22,FEMALE,3,1915.792111,248.8598933
LI122100010004LI12210001000402713204,20201209,50,수,47,경상북도,4723,영천시,19,FEMALE,5,4654.488259,1161.113469
LI122100010004LI12210001000402713205,20201209,50,수,47,경상북도,4723,영천시,7,FEMALE,4,2690.541179,913.456329
LI122100010004LI12210001000402713206,20201209,50,수,47,경상북도,4723,영천시,4,MALE,3,1964.694483,213.3165385
LI122100010004LI12210001000402713207,20201209,50,수,47,경상북도,4723,영천시,22,FEMALE,1,3156.627338,488.7210987
LI122100010004LI12210001000402713208,20201209,50,수,47,경상북도,4723,영천시,2,MALE,3,1741.020332,252.3590381
LI122100010004LI12210001000402713209,20201209,50,수,47,경상북도,4723,영천시,9,MALE,6,4723.422419,2148.683245
LI122100010004LI12210001000402713210,20201209,50,수,47,경상북도,4723,영천시,6,MALE,0,302.8958628,9.083447933
LI122100010004LI12210001000402713211,20201209,50,수,47,경상북도,4723,영천시,17,MALE,4,3302.526826,2208.252048
LI122100010004LI12210001000402713212,20201209,50,수,47,경상북도,4723,영천시,13,FEMALE,1,3430.456781,878.5335474
LI122100010004LI12210001000402713213,20201209,50,수,47,경상북도,4723,영천시,12,FEMALE,1,3375.854409,781.5623944
LI122100010004LI12210001000402713214,20201209,50,수,47,경상북도,4723,영천시,1,FEMALE,1,2569.254105,185.5725636
LI122100010004LI12210001000402713215,20201209,50,수,47,경상북도,4723,영천시,15,MALE,5,4176.349363,2986.60198
LI122100010004LI12210001000402713216,20201209,50,수,47,경상북도,4723,영천시,16,MALE,3,2447.784407,1238.892228
LI122100010004LI12210001000402713217,20201209,50,수,47,경상북도,4723,영천시,11,MALE,0,617.2429299,35.37763405
LI122100010004LI12210001000402713218,20201209,50,수,47,경상북도,4723,영천시,18,FEMALE,6,5042.412957,1185.154783
LI122100010004LI12210001000402713219,20201209,50,수,47,경상북도,4723,영천시,12,MALE,3,2739.786024,1344.365243
LI122100010004LI12210001000402713220,20201209,50,수,47,경상북도,4723,영천시,11,FEMALE,5,4845.184279,1520.362801
LI122100010004LI12210001000402713221,20201209,50,수,47,경상북도,4723,영천시,0,MALE,6,5354.787155,501.3501539
LI122100010004LI12210001000402713222,20201209,50,수,47,경상북도,4723,영천시,4,FEMALE,3,1643.465043,92.68488705
LI122100010004LI12210001000402713223,20201209,50,수,47,경상북도,4723,영천시,1,MALE,4,2722.224323,313.8824123
LI122100010004LI12210001000402713224,20201209,50,수,47,경상북도,4723,영천시,9,MALE,4,3587.021007,1833.866462
LI122100010004LI12210001000402713225,20201209,50,수,47,경상북도,4723,영천시,6,MALE,1,2449.686415,149.0287046
LI122100010004LI12210001000402713226,20201209,50,수,47,경상북도,4723,영천시,3,FEMALE,4,2374.11388,133.1731304
LI122100010004LI12210001000402713227,20201209,50,수,47,경상북도,4723,영천시,2,MALE,4,2541.480587,269.3899311
LI122100010004LI12210001000402713228,20201209,50,수,47,경상북도,4723,영천시,7,MALE,0,350.858238,29.19456506
LI122100010004LI12210001000402713229,20201209,50,수,47,경상북도,4723,영천시,8,FEMALE,6,5084.428108,1221.722932
LI122100010004LI12210001000402713230,20201209,50,수,47,경상북도,4723,영천시,1,MALE,6,4372.232284,310.1432182
LI122100010004LI12210001000402713231,20201209,50,수,47,경상북도,4723,영천시,5,MALE,2,2496.747418,257.7174031
LI122100010004LI12210001000402713232,20201209,50,수,47,경상북도,4723,영천시,8,MALE,5,5228.185359,2946.866811
LI122100010004LI12210001000402713233,20201209,50,수,47,경상북도,4723,영천시,13,FEMALE,0,639.624083,129.8895686
LI122100010004LI12210001000402713234,20201209,50,수,47,경상북도,4723,영천시,23,FEMALE,2,1689.933821,286.9091761
LI122100010004LI12210001000402713235,20201209,50,수,47,경상북도,4723,영천시,14,MALE,3,2698.293624,1300.740049
LI122100010004LI12210001000402713236,20201209,50,수,47,경상북도,4723,영천시,6,FEMALE,2,1252.770932,123.5383755
LI122100010004LI12210001000402713237,20201209,50,수,47,경상북도,4723,영천시,4,MALE,2,2340.847611,231.0353359
LI122100010004LI12210001000402713238,20201209,50,수,47,경상북도,4723,영천시,15,FEMALE,2,1292.259099,516.6711549
LI122100010004LI12210001000402713239,20201209,50,수,47,경상북도,4723,영천시,3,MALE,1,2755.441158,113.4690533
LI122100010004LI12210001000402713240,20201209,50,수,47,경상북도,4723,영천시,7,MALE,4,2990.465293,2120.208747
LI122100010004LI12210001000402713241,20201209,50,수,47,경상북도,4723,영천시,23,FEMALE,0,399.384387,30.59630847
LI122100010004LI12210001000402713242,20201209,50,수,47,경상북도,4723,영천시,3,FEMALE,2,1530.14757,104.9849294
LI122100010004LI12210001000402713243,20201209,50,수,47,경상북도,4723,영천시,16,MALE,4,3356.308925,2109.479332
LI122100010004LI12210001000402713244,20201209,50,수,47,경상북도,4723,영천시,13,FEMALE,3,2094.862227,611.4172598
LI122100010004LI12210001000402713245,20201209,50,수,47,경상북도,4723,영천시,12,FEMALE,7,6049.462537,1328.940192
LI122100010004LI12210001000402713246,20201209,50,수,47,경상북도,4723,영천시,12,FEMALE,3,2038.45496,660.9501651
LI122100010004LI12210001000402713247,20201209,50,수,47,경상북도,4723,영천시,4,MALE,7,3871.124998,175.219691
LI122100010004LI12210001000402713248,20201209,50,수,47,경상북도,4723,영천시,6,FEMALE,1,2094.287107,134.8173656
LI122100010004LI12210001000402713249,20201209,50,수,47,경상북도,4723,영천시,21,FEMALE,6,4974.26595,515.9884387
LI122100010004LI12210001000402713250,20201209,50,수,47,경상북도,4723,영천시,4,MALE,0,338.1118703,14.21987033
LI122100010004LI12210001000402713251,20201209,50,수,47,경상북도,4723,영천시,1,FEMALE,5,3986.796223,223.0500643
LI122100010004LI12210001000402713252,20201209,50,수,47,경상북도,4723,영천시,11,MALE,5,5394.541116,2943.697246
LI122100010004LI12210001000402713253,20201209,50,수,47,경상북도,4723,영천시,7,FEMALE,2,1567.760918,446.2416546
LI122100010004LI12210001000402713254,20201209,50,수,47,경상북도,4723,영천시,15,MALE,0,374.020371,97.16416001
LI122100010004LI12210001000402713255,20201209,50,수,47,경상북도,4723,영천시,0,FEMALE,3,2260.691243,234.6741774
LI122100010004LI12210001000402713256,20201209,50,수,47,경상북도,4723,영천시,22,MALE,6,4564.569185,587.7173461
LI122100010004LI12210001000402713257,20201209,50,수,47,경상북도,4723,영천시,20,FEMALE,2,1715.760613,399.582935
LI122100010004LI12210001000402713258,20201209,50,수,47,경상북도,4723,영천시,0,MALE,2,3038.439514,487.449489
LI122100010004LI12210001000402713259,20201209,50,수,47,경상북도,4723,영천시,1,FEMALE,2,1482.160112,145.3229979
LI122100010004LI12210001000402713260,20201209,50,수,47,경상북도,4723,영천시,19,FEMALE,7,6202.374354,644.4170463
LI122100010004LI12210001000402713261,20201209,50,수,47,경상북도,4723,영천시,19,MALE,0,396.4256647,49.90020204
LI122100010004LI12210001000402713262,20201209,50,수,47,경상북도,4723,영천시,8,MALE,0,511.9376075,121.8303814
LI122100010004LI12210001000402713263,20201209,50,수,47,경상북도,4723,영천시,7,FEMALE,5,4404.964315,1403.512873
LI122100010004LI12210001000402713264,20201209,50,수,47,경상북도,4723,영천시,8,MALE,1,3573.363504,1070.628817
LI122100010004LI12210001000402713265,20201209,50,수,47,경상북도,4723,영천시,14,FEMALE,3,2040.389981,653.2357743
LI122100010004LI12210001000402713266,20201209,50,수,47,경상북도,4723,영천시,10,FEMALE,4,2989.185674,917.4869723
LI122100010004LI12210001000402713267,20201209,50,수,47,경상북도,4723,영천시,4,MALE,4,2678.173155,354.2881756
LI122100010004LI12210001000402713268,20201209,50,수,47,경상북도,4723,영천시,8,FEMALE,5,4768.00689,1714.119577
LI122100010004LI12210001000402713269,20201209,50,수,47,경상북도,4723,영천시,2,MALE,1,2610.066463,126.1389265
LI122100010004LI12210001000402713270,20201209,50,수,47,경상북도,4723,영천시,22,MALE,7,3960.29308,241.0280077
LI122100010004LI12210001000402713271,20201209,50,수,47,경상북도,4723,영천시,6,FEMALE,0,319.3314946,16.56496024
LI122100010004LI12210001000402713272,20201209,50,수,47,경상북도,4723,영천시,18,FEMALE,1,3472.564888,782.6772783
LI122100010004LI12210001000402713273,20201209,50,수,47,경상북도,4723,영천시,18,FEMALE,4,2819.531276,1041.763219
LI122100010004LI12210001000402713274,20201209,50,수,47,경상북도,4723,영천시,16,FEMALE,3,1911.053674,742.3937615
LI122100010004LI12210001000402713275,20201209,50,수,47,경상북도,4723,영천시,19,MALE,6,4752.407201,1253.750802
LI122100010004LI12210001000402713276,20201209,50,수,47,경상북도,4723,영천시,10,MALE,6,4764.744038,2521.157683
LI122100010004LI12210001000402713277,20201209,50,수,47,경상북도,4723,영천시,11,MALE,3,2690.128437,1306.636009
LI122100010004LI12210001000402713278,20201209,50,수,47,경상북도,4723,영천시,0,FEMALE,6,5564.182984,385.3795536
LI122100010004LI12210001000402713279,20201209,50,수,47,경상북도,4723,영천시,12,MALE,0,553.7168369,30.27706718
LI122100010004LI12210001000402713280,20201209,50,수,47,경상북도,4723,영천시,3,MALE,2,2390.559197,262.3735394
LI122100010004LI12210001000402713281,20201209,50,수,47,경상북도,4723,영천시,14,FEMALE,0,621.5122972,93.31748581
LI122100010004LI12210001000402713282,20201209,50,수,47,경상북도,4723,영천시,7,FEMALE,0,385.1114573,24.33504176
LI122100010004LI12210001000402713283,20201209,50,수,47,경상북도,4723,영천시,7,MALE,6,4456.215987,2178.635767
LI122100010004LI12210001000402713284,20201209,50,수,47,경상북도,4723,영천시,23,MALE,1,3727.978438,392.1039412
LI122100010004LI12210001000402713285,20201209,50,수,47,경상북도,4723,영천시,3,FEMALE,3,1687.473851,100.9755609
LI122100010004LI12210001000402713286,20201209,50,수,47,경상북도,4723,영천시,15,MALE,7,3398.601919,1437.592196
LI122100010004LI12210001000402713287,20201209,50,수,47,경상북도,4723,영천시,15,FEMALE,0,468.465888,122.1759281
LI122100010004LI12210001000402713288,20201209,50,수,47,경상북도,4723,영천시,18,FEMALE,7,6071.469884,692.052798
LI122100010004LI12210001000402713289,20201209,50,수,47,경상북도,4723,영천시,20,MALE,3,2196.842153,814.0309279
LI122100010004LI12210001000402713290,20201209,50,수,47,경상북도,4723,영천시,1,FEMALE,3,1692.955688,174.6999131
LI122100010004LI12210001000402713291,20201209,50,수,47,경상북도,4723,영천시,17,FEMALE,5,4597.330976,1909.656994
LI122100010004LI12210001000402713292,20201209,50,수,47,경상북도,4723,영천시,23,FEMALE,5,4676.552912,409.3775471
LI122100010004LI12210001000402713293,20201209,50,수,47,경상북도,4723,영천시,17,FEMALE,6,5006.782311,1461.412638
LI122100010004LI12210001000402713294,20201209,50,수,47,경상북도,4723,영천시,16,FEMALE,2,1653.564294,545.6708823
LI122100010004LI12210001000402713295,20201209,50,수,47,경상북도,4723,영천시,1,FEMALE,7,5306.96801,180.5377331
LI122100010004LI12210001000402713296,20201209,50,수,47,경상북도,4723,영천시,2,MALE,2,2349.248135,278.0269461
LI122100010004LI12210001000402713297,20201209,50,수,47,경상북도,4723,영천시,13,MALE,2,2977.385492,1095.759916
LI122100010004LI12210001000402713298,20201209,50,수,47,경상북도,4723,영천시,23,MALE,7,4279.15134,196.6677206
LI122100010004LI12210001000402713299,20201209,50,수,47,경상북도,4723,영천시,14,FEMALE,7,6161.929677,1330.827953
LI122100010004LI12210001000402713300,20201209,50,수,47,경상북도,4723,영천시,5,MALE,0,353.2787671,11.49891329
LI122100010004LI12210001000402713301,20201209,50,수,47,경상북도,4723,영천시,23,MALE,0,406.9577196,25.42810011
LI122100010004LI12210001000402713302,20201209,50,수,47,경상북도,4723,영천시,22,FEMALE,0,372.6026919,16.9632678
LI122100010004LI12210001000402713303,20201209,50,수,47,경상북도,4723,영천시,9,MALE,2,3016.990622,1018.953734
LI122100010004LI12210001000402713304,20201209,50,수,47,경상북도,4723,영천시,2,FEMALE,3,1564.354782,102.9570023
LI122100010004LI12210001000402713305,20201209,50,수,47,경상북도,4723,영천시,23,FEMALE,4,2902.573331,378.9816365
LI122100010004LI12210001000402713306,20201209,50,수,47,경상북도,4723,영천시,16,MALE,5,4803.599843,3118.142697
LI122100010004LI12210001000402713307,20201209,50,수,47,경상북도,4723,영천시,19,MALE,2,3112.04793,1197.6962
LI122100010004LI12210001000402713308,20201209,50,수,47,경상북도,4723,영천시,0,FEMALE,7,7444.416826,411.7249908
LI122100010004LI12210001000402713309,20201209,50,수,47,경상북도,4723,영천시,7,FEMALE,3,1880.153773,537.885597
LI122100010004LI12210001000402713310,20201209,50,수,47,경상북도,4723,영천시,8,MALE,2,2913.321212,1181.359442
LI122100010004LI12210001000402713311,20201209,50,수,47,경상북도,4723,영천시,13,MALE,4,3638.00296,1914.371253
LI122100010004LI12210001000402713312,20201209,50,수,47,경상북도,4723,영천시,9,FEMALE,4,2970.886704,1016.370608
LI122100010004LI12210001000402713313,20201209,50,수,47,경상북도,4723,영천시,18,MALE,3,2381.360427,1190.529156
LI122100010004LI12210001000402713314,20201209,50,수,47,경상북도,4723,영천시,21,MALE,5,4709.306193,1322.157694
LI122100010004LI12210001000402713315,20201209,50,수,47,경상북도,4723,영천시,16,FEMALE,1,3298.241341,992.4927094
LI122100010004LI12210001000402713316,20201209,50,수,47,경상북도,4723,영천시,21,MALE,7,4022.310417,316.6716282
LI122100010004LI12210001000402713317,20201209,50,수,47,경상북도,4723,영천시,10,MALE,4,3620.118499,1879.865952
LI122100010004LI12210001000402713318,20201209,50,수,47,경상북도,4723,영천시,2,FEMALE,6,4297.487001,142.2771661
LI122100010004LI12210001000402713319,20201209,50,수,47,경상북도,4723,영천시,21,FEMALE,7,5912.430546,317.5245914
LI122100010004LI12210001000402713320,20201209,50,수,47,경상북도,4723,영천시,10,MALE,0,613.3701119,36.11498117
LI122100010004LI12210001000402713321,20201209,50,수,47,경상북도,4723,영천시,9,FEMALE,5,4844.652624,1483.898003
LI122100010004LI12210001000402713322,20201209,50,수,47,경상북도,4723,영천시,23,FEMALE,1,3218.011233,450.0082164
LI122100010004LI12210001000402713323,20201209,50,수,47,경상북도,4723,영천시,11,MALE,6,4951.097738,2530.376081
LI122100010004LI12210001000402713324,20201209,50,수,47,경상북도,4723,영천시,8,MALE,3,2632.395344,1390.558033
LI122100010004LI12210001000402713325,20201209,50,수,47,경상북도,4723,영천시,0,MALE,0,416.3136818,14.50559115
LI122100010004LI12210001000402713326,20201209,50,수,47,경상북도,4723,영천시,20,FEMALE,6,4896.269677,713.6933246
LI122100010004LI12210001000402713327,20201209,50,수,47,경상북도,4723,영천시,5,MALE,3,1982.689113,296.1646881
LI122100010004LI12210001000402713328,20201209,50,수,47,경상북도,4723,영천시,12,FEMALE,6,5113.377702,1510.138513
LI122100010004LI12210001000402713329,20201209,50,수,47,경상북도,4723,영천시,20,FEMALE,3,1993.586992,444.9487534
LI122100010004LI12210001000402713330,20201209,50,수,47,경상북도,4723,영천시,23,FEMALE,6,5064.722867,291.9025983
LI122100010004LI12210001000402713331,20201209,50,수,47,경상북도,4723,영천시,15,MALE,1,2798.337898,967.7776599
LI122100010004LI12210001000402713332,20201209,50,수,47,경상북도,4723,영천시,7,FEMALE,6,4709.597669,984.2255492
LI122100010004LI12210001000402713333,20201209,50,수,47,경상북도,4723,영천시,6,MALE,7,3648.418442,429.9621325
LI122100010004LI12210001000402713334,20201209,50,수,47,경상북도,4723,영천시,6,MALE,2,2402.110273,447.5862786
LI122100010004LI12210001000402713335,20201209,50,수,47,경상북도,4723,영천시,6,MALE,4,2520.697837,977.9799948
LI122100010004LI12210001000402713336,20201209,50,수,47,경상북도,4723,영천시,22,MALE,2,2794.296024,659.7753844
LI122100010004LI12210001000402713337,20201209,50,수,47,경상북도,4723,영천시,8,FEMALE,2,1673.607874,593.0091942
LI122100010004LI12210001000402713338,20201209,50,수,47,경상북도,4723,영천시,22,FEMALE,7,5784.505418,264.0842001
LI122100010004LI12210001000402713339,20201209,50,수,47,경상북도,4723,영천시,13,MALE,5,5422.604364,3005.111964
LI122100010004LI12210001000402713340,20201209,50,수,47,경상북도,4723,영천시,10,MALE,1,3478.405976,402.3889449
LI122100010004LI12210001000402713341,20201209,50,수,47,경상북도,4723,영천시,14,MALE,2,3015.688275,1214.528138
LI122100010004LI12210001000402713342,20201209,50,수,47,경상북도,4723,영천시,17,FEMALE,0,470.1152701,78.5461154
LI122100010004LI12210001000402713343,20201209,50,수,47,경상북도,4723,영천시,14,MALE,4,3505.370554,1881.832934
LI122100010004LI12210001000402713344,20201209,50,수,47,경상북도,4723,영천시,8,MALE,7,4344.402087,1012.606984
LI122100010004LI12210001000402713345,20201209,50,수,47,경상북도,4723,영천시,21,MALE,2,2794.176987,724.138427
LI122100010004LI12210001000402713346,20201209,50,수,47,경상북도,4723,영천시,9,FEMALE,2,1866.922049,404.0628477
LI122100010004LI12210001000402713347,20201209,50,수,47,경상북도,4723,영천시,15,FEMALE,4,2407.288074,1125.562378
LI122100010004LI12210001000402713348,20201209,50,수,47,경상북도,4723,영천시,3,MALE,3,1999.158371,218.8178309
LI122100010004LI12210001000402713349,20201209,50,수,47,경상북도,4723,영천시,20,FEMALE,7,6014.072495,403.6413801
LI122100010004LI12210001000402713350,20201209,50,수,47,경상북도,4723,영천시,23,MALE,3,2070.832301,435.4249773
LI122100010004LI12210001000402713351,20201209,50,수,47,경상북도,4723,영천시,6,MALE,5,4171.136948,1646.250094
LI122100010004LI12210001000402713352,20201209,50,수,47,경상북도,4723,영천시,5,FEMALE,2,1453.249796,104.3841773
LI122100010004LI12210001000402713353,20201209,50,수,47,경상북도,4723,영천시,19,MALE,5,4908.085164,1943.593473
LI122100010004LI12210001000402713354,20201209,50,수,47,경상북도,4723,영천시,21,MALE,6,4627.168858,790.7364671
LI122100010004LI12210001000402713355,20201209,50,수,47,경상북도,4723,영천시,20,MALE,0,361.6501253,26.72919393
LI122100010004LI12210001000402713356,20201209,50,수,47,경상북도,4723,영천시,9,FEMALE,1,2760.530229,464.9337337
LI122100010004LI12210001000402713357,20201209,50,수,47,경상북도,4723,영천시,10,MALE,3,2698.137988,1226.297083
LI122100010004LI12210001000402713358,20201209,50,수,47,경상북도,4723,영천시,21,MALE,1,3656.288656,559.3951054
LI122100010004LI12210001000402713359,20201209,50,수,47,경상북도,4723,영천시,12,FEMALE,0,599.9150248,49.70874453
LI122100010004LI12210001000402713360,20201209,50,수,47,경상북도,4723,영천시,16,FEMALE,7,5787.848768,990.9154053
LI122100010004LI12210001000402713361,20201209,50,수,47,경상북도,4723,영천시,18,MALE,1,4151.618702,691.7308838
LI122100010004LI12210001000402713362,20201209,50,수,47,경상북도,4723,영천시,3,MALE,4,2727.056991,312.6553645
LI122100010004LI12210001000402713363,20201209,50,수,47,경상북도,4723,영천시,7,MALE,3,2164.626694,1436.335125
LI122100010004LI12210001000402713364,20201209,50,수,47,경상북도,4723,영천시,1,MALE,7,3887.504749,152.1922715
LI122100010004LI12210001000402713365,20201209,50,수,47,경상북도,4723,영천시,1,MALE,0,319.3084228,2.850924015
LI122100010004LI12210001000402713366,20201209,50,수,47,경상북도,4723,영천시,4,FEMALE,5,4158.840891,203.5640419
LI122100010004LI12210001000402713367,20201209,50,수,47,경상북도,4723,영천시,16,MALE,0,444.1721914,123.9188299
LI122100010004LI12210001000402713368,20201209,50,수,47,경상북도,4723,영천시,6,FEMALE,6,4138.024414,511.3198826
LI122100010004LI12210001000402713369,20201209,50,수,47,경상북도,4723,영천시,21,FEMALE,1,3088.673883,556.2328136
LI122100010004LI12210001000402713370,20201209,50,수,47,경상북도,4723,영천시,3,FEMALE,5,4161.070511,178.0087512
LI122100010004LI12210001000402713371,20201209,50,수,47,경상북도,4723,영천시,12,MALE,6,4898.820122,2526.783733
LI122100010004LI12210001000402713372,20201209,50,수,47,경상북도,4723,영천시,21,FEMALE,2,1690.591941,374.7786774
