관광지명,지역(광역),지역(기초),주소,대분류,중분류,소분류,위도,경도,읍면동,업체명,주소_카페,위도_카페,경도_카페,상호,위도_캠핑장,경도_캠핑장,업체명_사찰,전화번호,위도_사찰,경도_사찰,행사명,행사내용,장소명,행사시작일자,행사종료일자
거조사,경상북도,영천시,경상북도 영천시 청통면 거조길 400-67,인문(문화/예술/역사),역사관광지,사찰,36.0203293984708,128.764834903311,청통면,달콤(Dal.Komm),경상북도 영천시 청통면 청통로 334-42,35.99395053,128.8591071,은해로운 캠핑장,35.9907756345061,128.800309911306,거조사,054-335-1369,36.0203294,128.7648349,거조사 나한대재,작은음악회 개최,거조사,2019-10-26,2019-10-26
거조사,경상북도,영천시,경상북도 영천시 청통면 거조길 400-67,인문(문화/예술/역사),역사관광지,사찰,36.0203293984708,128.764834903311,청통면,달콤(Dal.Komm),경상북도 영천시 청통면 청통로 334-42,35.99395053,128.8591071,은해로운 캠핑장,35.9907756345061,128.800309911306,은해사(영천),054-335-3318,35.99646983,128.8204084,거조사 나한대재,거조사 나한대재 법요식,거조사,2019-10-26,2019-10-26
거조사,경상북도,영천시,경상북도 영천시 청통면 거조길 400-67,인문(문화/예술/역사),역사관광지,사찰,36.0203293984708,128.764834903311,청통면,달콤(Dal.Komm),경상북도 영천시 청통면 청통로 334-42,35.99395053,128.8591071,은해로운 캠핑장,35.9907756345061,128.800309911306,은해사(영천),054-335-3318,35.99646983,128.8204084,거조사 나한대재,작은음악회 개최,거조사,2019-10-26,2019-10-26
거조사,경상북도,영천시,경상북도 영천시 청통면 거조길 400-67,인문(문화/예술/역사),역사관광지,사찰,36.0203293984708,128.764834903311,청통면,카페라샹떼(Cafe la sante),경상북도 영천시 청통면 은해사로 208-25,35.98998221,128.7969144,두드림 캠핑장,35.9795526299331,128.826613010796,거조사,054-335-1369,36.0203294,128.7648349,거조사 나한대재,거조사 나한대재 법요식,거조사,2019-10-26,2019-10-26
거조사,경상북도,영천시,경상북도 영천시 청통면 거조길 400-67,인문(문화/예술/역사),역사관광지,사찰,36.0203293984708,128.764834903311,청통면,카페라샹떼(Cafe la sante),경상북도 영천시 청통면 은해사로 208-25,35.98998221,128.7969144,두드림 캠핑장,35.9795526299331,128.826613010796,거조사,054-335-1369,36.0203294,128.7648349,거조사 나한대재,작은음악회 개최,거조사,2019-10-26,2019-10-26
거조사,경상북도,영천시,경상북도 영천시 청통면 거조길 400-67,인문(문화/예술/역사),역사관광지,사찰,36.0203293984708,128.764834903311,청통면,카페라샹떼(Cafe la sante),경상북도 영천시 청통면 은해사로 208-25,35.98998221,128.7969144,두드림 캠핑장,35.9795526299331,128.826613010796,은해사(영천),054-335-3318,35.99646983,128.8204084,거조사 나한대재,거조사 나한대재 법요식,거조사,2019-10-26,2019-10-26
거조사,경상북도,영천시,경상북도 영천시 청통면 거조길 400-67,인문(문화/예술/역사),역사관광지,사찰,36.0203293984708,128.764834903311,청통면,카페라샹떼(Cafe la sante),경상북도 영천시 청통면 은해사로 208-25,35.98998221,128.7969144,두드림 캠핑장,35.9795526299331,128.826613010796,은해사(영천),054-335-3318,35.99646983,128.8204084,거조사 나한대재,작은음악회 개최,거조사,2019-10-26,2019-10-26
거조사,경상북도,영천시,경상북도 영천시 청통면 거조길 400-67,인문(문화/예술/역사),역사관광지,사찰,36.0203293984708,128.764834903311,청통면,카페라샹떼(Cafe la sante),경상북도 영천시 청통면 은해사로 208-25,35.98998221,128.7969144,은해로운 캠핑장,35.9907756345061,128.800309911306,거조사,054-335-1369,36.0203294,128.7648349,거조사 나한대재,거조사 나한대재 법요식,거조사,2019-10-26,2019-10-26
거조사,경상북도,영천시,경상북도 영천시 청통면 거조길 400-67,인문(문화/예술/역사),역사관광지,사찰,36.0203293984708,128.764834903311,청통면,카페라샹떼(Cafe la sante),경상북도 영천시 청통면 은해사로 208-25,35.98998221,128.7969144,은해로운 캠핑장,35.9907756345061,128.800309911306,거조사,054-335-1369,36.0203294,128.7648349,거조사 나한대재,작은음악회 개최,거조사,2019-10-26,2019-10-26
거조사,경상북도,영천시,경상북도 영천시 청통면 거조길 400-67,인문(문화/예술/역사),역사관광지,사찰,36.0203293984708,128.764834903311,청통면,카페라샹떼(Cafe la sante),경상북도 영천시 청통면 은해사로 208-25,35.98998221,128.7969144,은해로운 캠핑장,35.9907756345061,128.800309911306,은해사(영천),054-335-3318,35.99646983,128.8204084,거조사 나한대재,거조사 나한대재 법요식,거조사,2019-10-26,2019-10-26
거조사,경상북도,영천시,경상북도 영천시 청통면 거조길 400-67,인문(문화/예술/역사),역사관광지,사찰,36.0203293984708,128.764834903311,청통면,카페라샹떼(Cafe la sante),경상북도 영천시 청통면 은해사로 208-25,35.98998221,128.7969144,은해로운 캠핑장,35.9907756345061,128.800309911306,은해사(영천),054-335-3318,35.99646983,128.8204084,거조사 나한대재,작은음악회 개최,거조사,2019-10-26,2019-10-26
도계서원(영천),경상북도,영천시,경상북도 영천시 북안면 신평탑골길 93-57,인문(문화/예술/역사),역사관광지,유적지/사적지,35.8888726219146,129.02264318714,북안면,세븐일레븐 영천북안터미널점,경상북도 영천시 북안면 운북로 2032-1,35.91867061,129.008848,,,,만불사(영천),054-335-0101,35.91030283,129.0329207,,,,,
도계서원(영천),경상북도,영천시,경상북도 영천시 북안면 신평탑골길 93-57,인문(문화/예술/역사),역사관광지,유적지/사적지,35.8888726219146,129.02264318714,북안면,할미돌,경상북도 영천시 북안면 돌할매로 467,35.9392403,129.0443534,,,,만불사(영천),054-335-0101,35.91030283,129.0329207,,,,,
만불사(영천),경상북도,영천시,경상북도 영천시 북안면 고지리 857-5,인문(문화/예술/역사),역사관광지,사찰,35.9103028259714,129.032920715813,북안면,세븐일레븐 영천북안터미널점,경상북도 영천시 북안면 운북로 2032-1,35.91867061,129.008848,,,,만불사(영천),054-335-0101,35.91030283,129.0329207,,,,,
만불사(영천),경상북도,영천시,경상북도 영천시 북안면 고지리 857-5,인문(문화/예술/역사),역사관광지,사찰,35.9103028259714,129.032920715813,북안면,할미돌,경상북도 영천시 북안면 돌할매로 467,35.9392403,129.0443534,,,,만불사(영천),054-335-0101,35.91030283,129.0329207,,,,,
묘각사(영천),경상북도,영천시,경상북도 영천시 자양면 용화길 499,인문(문화/예술/역사),역사관광지,사찰,36.1151809631298,129.008809399995,자양면,,,,,자호천생태학교,36.066614034215,129.073592284771,거동사,054-336-8165,36.15028704,129.0267561,,,,,
묘각사(영천),경상북도,영천시,경상북도 영천시 자양면 용화길 499,인문(문화/예술/역사),역사관광지,사찰,36.1151809631298,129.008809399995,자양면,,,,,자호천생태학교,36.066614034215,129.073592284771,묘각사(영천),054-336-6633,36.11518096,129.0088094,,,,,
묘각사(영천),경상북도,영천시,경상북도 영천시 자양면 용화길 499,인문(문화/예술/역사),역사관광지,사찰,36.1151809631298,129.008809399995,자양면,,,,,이유캠핑,36.1404956380852,129.010510005447,거동사,054-336-8165,36.15028704,129.0267561,,,,,
묘각사(영천),경상북도,영천시,경상북도 영천시 자양면 용화길 499,인문(문화/예술/역사),역사관광지,사찰,36.1151809631298,129.008809399995,자양면,,,,,이유캠핑,36.1404956380852,129.010510005447,묘각사(영천),054-336-6633,36.11518096,129.0088094,,,,,
묘각사(영천),경상북도,영천시,경상북도 영천시 자양면 용화길 499,인문(문화/예술/역사),역사관광지,사찰,36.1151809631298,129.008809399995,자양면,,,,,영천시공예촌캠핑체험장,36.079487328904,129.017889513346,거동사,054-336-8165,36.15028704,129.0267561,,,,,
묘각사(영천),경상북도,영천시,경상북도 영천시 자양면 용화길 499,인문(문화/예술/역사),역사관광지,사찰,36.1151809631298,129.008809399995,자양면,,,,,영천시공예촌캠핑체험장,36.079487328904,129.017889513346,묘각사(영천),054-336-6633,36.11518096,129.0088094,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,천문대별빛정원,36.1509458971604,128.996686576205,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,별무리,36.1272043702546,128.985664528888,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,별빛야영장,36.140254867493,128.996473636029,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,채송화글램핑,36.1006798419867,128.911819936859,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,더브릿지 카페,"경상북도 영천시 화북면 배나무정길 14, (입석리)",36.13618297,128.9505762,별밤캠프,36.1113909054167,128.905507839116,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,천문대별빛정원,36.1509458971604,128.996686576205,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,별무리,36.1272043702546,128.985664528888,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,별빛야영장,36.140254867493,128.996473636029,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,채송화글램핑,36.1006798419867,128.911819936859,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,별담은호수,경상북도 영천시 화북면 은하수길 27,36.12995937,128.9534562,별밤캠프,36.1113909054167,128.905507839116,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,보현산 녹색체험터 그린카페(카페브리즈),"경상북도 영천시 화북면 천문로 2178, 자천중학교 보현산녹색체험터",36.10565105,128.916722,천문대별빛정원,36.1509458971604,128.996686576205,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,보현산 녹색체험터 그린카페(카페브리즈),"경상북도 영천시 화북면 천문로 2178, 자천중학교 보현산녹색체험터",36.10565105,128.916722,별무리,36.1272043702546,128.985664528888,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,보현산 녹색체험터 그린카페(카페브리즈),"경상북도 영천시 화북면 천문로 2178, 자천중학교 보현산녹색체험터",36.10565105,128.916722,별빛야영장,36.140254867493,128.996473636029,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,보현산 녹색체험터 그린카페(카페브리즈),"경상북도 영천시 화북면 천문로 2178, 자천중학교 보현산녹색체험터",36.10565105,128.916722,채송화글램핑,36.1006798419867,128.911819936859,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,보현산 녹색체험터 그린카페(카페브리즈),"경상북도 영천시 화북면 천문로 2178, 자천중학교 보현산녹색체험터",36.10565105,128.916722,별밤캠프,36.1113909054167,128.905507839116,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,보현산 전망대카페,"경상북도 영천시 화북면 천문로 2610, 별빛전망대 3층",36.12702695,128.952743,천문대별빛정원,36.1509458971604,128.996686576205,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,보현산 전망대카페,"경상북도 영천시 화북면 천문로 2610, 별빛전망대 3층",36.12702695,128.952743,별무리,36.1272043702546,128.985664528888,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,보현산 전망대카페,"경상북도 영천시 화북면 천문로 2610, 별빛전망대 3층",36.12702695,128.952743,별빛야영장,36.140254867493,128.996473636029,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,보현산 전망대카페,"경상북도 영천시 화북면 천문로 2610, 별빛전망대 3층",36.12702695,128.952743,채송화글램핑,36.1006798419867,128.911819936859,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
봉림사(영천),경상북도,영천시,경상북도 영천시 화북면 천문로 2149-368,인문(문화/예술/역사),역사관광지,사찰,36.1261769660921,128.897888823129,화북면,보현산 전망대카페,"경상북도 영천시 화북면 천문로 2610, 별빛전망대 3층",36.12702695,128.952743,별밤캠프,36.1113909054167,128.905507839116,봉림사(영천),054-337-3413,36.12617697,128.8978888,,,,,
부귀사(영천),경상북도,영천시,경상북도 영천시 신녕면 칠발골길 446,인문(문화/예술/역사),역사관광지,사찰,36.0256565830016,128.747908923277,신녕면,NAVID(나비드),"경상북도 영천시 신녕면 치산관광길 175, 1층",36.05565671,128.7160181,휘명빌리지,36.0459750239407,128.800724617338,부귀사(영천),054-332-0910,36.02565658,128.7479089,,,,,
부귀사(영천),경상북도,영천시,경상북도 영천시 신녕면 칠발골길 446,인문(문화/예술/역사),역사관광지,사찰,36.0256565830016,128.747908923277,신녕면,NAVID(나비드),"경상북도 영천시 신녕면 치산관광길 175, 1층",36.05565671,128.7160181,휘명빌리지,36.0459750239407,128.800724617338,수도사(영천),054-337-0730,36.03962708,128.7179625,,,,,
부귀사(영천),경상북도,영천시,경상북도 영천시 신녕면 칠발골길 446,인문(문화/예술/역사),역사관광지,사찰,36.0256565830016,128.747908923277,신녕면,NAVID(나비드),"경상북도 영천시 신녕면 치산관광길 175, 1층",36.05565671,128.7160181,휘명빌리지,36.0459750239407,128.800724617338,신녕포교당,054-332-0271,36.04094682,128.7900248,,,,,
부귀사(영천),경상북도,영천시,경상북도 영천시 신녕면 칠발골길 446,인문(문화/예술/역사),역사관광지,사찰,36.0256565830016,128.747908923277,신녕면,NAVID(나비드),"경상북도 영천시 신녕면 치산관광길 175, 1층",36.05565671,128.7160181,휘명빌리지,36.0459750239407,128.800724617338,한광사,054-332-0772,36.08420378,128.7666311,,,,,
부귀사(영천),경상북도,영천시,경상북도 영천시 신녕면 칠발골길 446,인문(문화/예술/역사),역사관광지,사찰,36.0256565830016,128.747908923277,신녕면,NAVID(나비드),"경상북도 영천시 신녕면 치산관광길 175, 1층",36.05565671,128.7160181,치산관광지 캠핑장,36.0491430346908,128.712808386993,부귀사(영천),054-332-0910,36.02565658,128.7479089,,,,,
부귀사(영천),경상북도,영천시,경상북도 영천시 신녕면 칠발골길 446,인문(문화/예술/역사),역사관광지,사찰,36.0256565830016,128.747908923277,신녕면,NAVID(나비드),"경상북도 영천시 신녕면 치산관광길 175, 1층",36.05565671,128.7160181,치산관광지 캠핑장,36.0491430346908,128.712808386993,수도사(영천),054-337-0730,36.03962708,128.7179625,,,,,
부귀사(영천),경상북도,영천시,경상북도 영천시 신녕면 칠발골길 446,인문(문화/예술/역사),역사관광지,사찰,36.0256565830016,128.747908923277,신녕면,NAVID(나비드),"경상북도 영천시 신녕면 치산관광길 175, 1층",36.05565671,128.7160181,치산관광지 캠핑장,36.0491430346908,128.712808386993,신녕포교당,054-332-0271,36.04094682,128.7900248,,,,,
부귀사(영천),경상북도,영천시,경상북도 영천시 신녕면 칠발골길 446,인문(문화/예술/역사),역사관광지,사찰,36.0256565830016,128.747908923277,신녕면,NAVID(나비드),"경상북도 영천시 신녕면 치산관광길 175, 1층",36.05565671,128.7160181,치산관광지 캠핑장,36.0491430346908,128.712808386993,한광사,054-332-0772,36.08420378,128.7666311,,,,,
부귀사(영천),경상북도,영천시,경상북도 영천시 신녕면 칠발골길 446,인문(문화/예술/역사),역사관광지,사찰,36.0256565830016,128.747908923277,신녕면,더드림커피 영천신녕점,"경상북도 영천시 신녕면 장수로 1607, 전면 우측 두번째 상가 (11)호",36.03534367,128.7901813,휘명빌리지,36.0459750239407,128.800724617338,부귀사(영천),054-332-0910,36.02565658,128.7479089,,,,,
부귀사(영천),경상북도,영천시,경상북도 영천시 신녕면 칠발골길 446,인문(문화/예술/역사),역사관광지,사찰,36.0256565830016,128.747908923277,신녕면,더드림커피 영천신녕점,"경상북도 영천시 신녕면 장수로 1607, 전면 우측 두번째 상가 (11)호",36.03534367,128.7901813,휘명빌리지,36.0459750239407,128.800724617338,수도사(영천),054-337-0730,36.03962708,128.7179625,,,,,
부귀사(영천),경상북도,영천시,경상북도 영천시 신녕면 칠발골길 446,인문(문화/예술/역사),역사관광지,사찰,36.0256565830016,128.747908923277,신녕면,더드림커피 영천신녕점,"경상북도 영천시 신녕면 장수로 1607, 전면 우측 두번째 상가 (11)호",36.03534367,128.7901813,휘명빌리지,36.0459750239407,128.800724617338,신녕포교당,054-332-0271,36.04094682,128.7900248,,,,,
부귀사(영천),경상북도,영천시,경상북도 영천시 신녕면 칠발골길 446,인문(문화/예술/역사),역사관광지,사찰,36.0256565830016,128.747908923277,신녕면,더드림커피 영천신녕점,"경상북도 영천시 신녕면 장수로 1607, 전면 우측 두번째 상가 (11)호",36.03534367,128.7901813,휘명빌리지,36.0459750239407,128.800724617338,한광사,054-332-0772,36.08420378,128.7666311,,,,,
부귀사(영천),경상북도,영천시,경상북도 영천시 신녕면 칠발골길 446,인문(문화/예술/역사),역사관광지,사찰,36.0256565830016,128.747908923277,신녕면,더드림커피 영천신녕점,"경상북도 영천시 신녕면 장수로 1607, 전면 우측 두번째 상가 (11)호",36.03534367,128.7901813,치산관광지 캠핑장,36.0491430346908,128.712808386993,부귀사(영천),054-332-0910,36.02565658,128.7479089,,,,,
부귀사(영천),경상북도,영천시,경상북도 영천시 신녕면 칠발골길 446,인문(문화/예술/역사),역사관광지,사찰,36.0256565830016,128.747908923277,신녕면,더드림커피 영천신녕점,"경상북도 영천시 신녕면 장수로 1607, 전면 우측 두번째 상가 (11)호",36.03534367,128.7901813,치산관광지 캠핑장,36.0491430346908,128.712808386993,수도사(영천),054-337-0730,36.03962708,128.7179625,,,,,
