관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,위도,경도,데이터기준일자
영천시청,경상북도 영천시 문외동 청산길,경상북도 영천시 문외동 50 (나라빌앞 삼거리),생활방범,1,200,정동,30,2012-06-01,054-330-6663,35.9747853,128.9374028,2022-11-29
영천시청,경상북도 영천시 문외동 청산길,경상북도 영천시 문외동 50 (나라빌앞 삼거리),생활방범,1,200,정북,30,2012-06-01,054-330-6663,35.9747853,128.9374028,2022-11-29
영천시청,경상북도 영천시 문외동 청산길,경상북도 영천시 문외동 50 (나라빌앞 삼거리),생활방범,1,200,남동,30,2012-06-01,054-330-6663,35.9747853,128.9374028,2022-11-29
영천시청,경상북도 영천시 본촌동 영천아이시로,경상북도 영천시 본촌동 697-2,교통단속,1,200,360도전방면,30,2017-06-01,054-330-6663,35.9289668,128.9489903,2022-11-29
영천시청,경상북도 영천시 본촌동 영천아이시로,경상북도 영천시 본촌동 697-2,교통단속,1,200,정동,30,2017-06-01,054-330-6663,35.9289668,128.9489903,2022-11-29
영천시청,경상북도 영천시 본촌동 영천아이시로,경상북도 영천시 본촌동 697-2,교통단속,1,200,정북,30,2017-06-01,054-330-6663,35.9289668,128.9489903,2022-11-29
영천시청,경상북도 영천시 본촌동 영천아이시로,경상북도 영천시 본촌동 697-2,교통단속,1,200,남동,30,2017-06-01,054-330-6663,35.9289668,128.9489903,2022-11-29
영천시청,경상북도 영천시 본촌동 영천아이시로,경상북도 영천시 본촌동 697-3,교통단속,1,200,360도전방면,30,2011-07-01,054-330-6663,35.9287151,128.9493574,2022-11-29
영천시청,경상북도 영천시 본촌동 영천아이시로,경상북도 영천시 본촌동 697-3,교통단속,1,200,정북,30,2011-07-01,054-330-6663,35.9287151,128.9493574,2022-11-29
영천시청,경상북도 영천시 본촌동 영천아이시로,경상북도 영천시 본촌동 697-3,교통단속,1,200,남동,30,2011-07-01,054-330-6663,35.9287151,128.9493574,2022-11-29
영천시청,경상북도 영천시 고경면 단포리 단포구보길,경상북도 영천시 고경면 단포리 187-11 (영천강변체육공원),생활방범,1,200,360도전방면,30,2013-05-01,054-330-6663,35.978481,128.970001,2022-11-29
영천시청,경상북도 영천시 고경면 단포리 단포구보길,경상북도 영천시 고경면 단포리 187-11 (영천강변체육공원),생활방범,1,200,정동,30,2021-06-01,054-330-6663,35.978481,128.970001,2022-11-29
영천시청,경상북도 영천시 고경면 단포리 단포구보길,경상북도 영천시 고경면 단포리 187-11 (영천강변체육공원),생활방범,1,200,정북,30,2021-06-01,054-330-6663,35.978481,128.970001,2022-11-29
영천시청,경상북도 영천시 고경면 단포리 단포구보길,경상북도 영천시 고경면 단포리 187-11 (영천강변체육공원),생활방범,1,200,남동,30,2021-06-01,054-330-6663,35.978481,128.970001,2022-11-29
영천시청,경상북도 영천시 고경면 단포리 단포구보길,경상북도 영천시 고경면 단포리 187-11 (영천강변체육공원),생활방범,1,200,북동,30,2021-06-01,054-330-6663,35.978481,128.970001,2022-11-29
영천시청,경상북도 영천시 고경면 단포리 단포구보길,경상북도 영천시 고경면 단포리 187-11 (영천강변체육공원),생활방범,1,200,정서,30,2021-06-01,054-330-6663,35.978481,128.970001,2022-11-29
영천시청,경상북도 영천시 고경면 단포리 호국로,경상북도 영천시 고경면 단포리 239-4 (단포초교),생활방범,1,200,360도전방면,30,2018-05-01,054-330-6663,35.9797575,128.9746562,2022-11-29
영천시청,경상북도 영천시 고경면 단포리 호국로,경상북도 영천시 고경면 단포리 239-4 (단포초교),생활방범,1,200,북동,30,2018-05-01,054-330-6663,35.9797575,128.9746562,2022-11-29
영천시청,경상북도 영천시 고경면 단포리 호국로,경상북도 영천시 고경면 단포리 239-4 (단포초교),생활방범,1,200,정서,30,2018-05-01,054-330-6663,35.9797575,128.9746562,2022-11-29
영천시청,경상북도 영천시 고경면 창방우길 2,경상북도 영천시 고경면 단포리 48-3 (단포농협 앞),생활방범,1,200,북동,30,2019-08-01,054-330-6663,35.9808584,128.9796006,2022-11-29
영천시청,경상북도 영천시 고경면 창방우길 2,경상북도 영천시 고경면 단포리 48-3 (단포농협 앞),생활방범,1,200,정서,30,2019-08-01,054-330-6663,35.9808584,128.9796006,2022-11-29
영천시청,경상북도 영천시 고경면 대성리 거곡로,경상북도 영천시 고경면 대성리 263-1,생활방범,1,200,360도전방면,30,2017-10-01,054-330-6663,35.9608514,128.9984937,2022-11-29
영천시청,경상북도 영천시 고경면 대성리 거곡로,경상북도 영천시 고경면 대성리 263-1,생활방범,1,200,북동,30,2017-10-01,054-330-6663,35.9608514,128.9984937,2022-11-29
영천시청,경상북도 영천시 고경면 대성리 거곡로,경상북도 영천시 고경면 대성리 263-1,생활방범,1,200,정서,30,2017-10-01,054-330-6663,35.9608514,128.9984937,2022-11-29
영천시청,경상북도 영천시 고경면 덕정리 용담로,경상북도 영천시 고경면 덕정리 143-1,교통단속,1,200,정북,30,2019-03-01,054-330-6663,35.9401514,129.1058196,2022-11-29
영천시청,경상북도 영천시 고경면 덕정리 용담로,경상북도 영천시 고경면 덕정리 143-1,교통단속,1,200,360도전방면,30,2019-03-01,054-330-6663,35.9401514,129.1058196,2022-11-29
영천시청,경상북도 영천시 고경면 덕정리 용담로,경상북도 영천시 고경면 덕정리 143-1,교통단속,1,200,정서,30,2019-03-01,054-330-6663,35.9401514,129.1058196,2022-11-29
영천시청,경상북도 영천시 고경면 호국로 821,경상북도 영천시 고경면 도암리 72-4 (도암주유소 옆 버스정류장),생활방범,1,200,정서,30,2020-06-01,054-330-6663,36.001767,129.019326,2022-11-29
영천시청,경상북도 영천시 고경면 호국로 821,경상북도 영천시 고경면 도암리 72-4 (도암주유소 옆 버스정류장),생활방범,1,200,북동,30,2020-06-01,054-330-6663,36.001767,129.019326,2022-11-29
영천시청,경상북도 영천시 고경면 호국로 821,경상북도 영천시 고경면 도암리 72-4 (도암주유소 옆 버스정류장),생활방범,1,200,정서,30,2020-06-01,054-330-6663,36.001767,129.019326,2022-11-29
영천시청,경상북도 영천시 고경면 호국로 1276,경상북도 영천시 고경면 상덕리 345 (고경초등학교),생활방범,1,200,정동,30,2015-06-01,054-330-6663,36.0032586,129.0682057,2022-11-29
영천시청,경상북도 영천시 고경면 호국로 1276,경상북도 영천시 고경면 상덕리 345 (고경초등학교),생활방범,1,200,정서,30,2015-06-01,054-330-6663,36.0032586,129.0682057,2022-11-29
영천시청,경상북도 영천시 고경면 상덕리 호국로,경상북도 영천시 고경면 상덕리 345-1,교통단속,1,200,정동,30,2018-10-01,054-330-6663,36.0036888,129.0685248,2022-11-29
영천시청,경상북도 영천시 고경면 상덕리 호국로,경상북도 영천시 고경면 상덕리 345-1,교통단속,1,200,정서,30,2018-10-01,054-330-6663,36.0036888,129.0685248,2022-11-29
영천시청,경상북도 영천시 고경면 상리공단길 22,경상북도 영천시 고경면 상리리 600-13 (농공단지 입구),생활방범,1,200,정북,30,2017-06-01,054-330-6663,36.003951,129.029305,2022-11-29
영천시청,경상북도 영천시 고경면 상리공단길 22,경상북도 영천시 고경면 상리리 600-13 (농공단지 입구),생활방범,1,200,정동,30,2017-06-01,054-330-6663,36.003951,129.029305,2022-11-29
영천시청,경상북도 영천시 고경면 상리공단길 22,경상북도 영천시 고경면 상리리 600-13 (농공단지 입구),생활방범,1,200,정서,30,2017-06-01,054-330-6663,36.003951,129.029305,2022-11-29
영천시청,경상북도 영천시 고경면 상리리 배골길,경상북도 영천시 고경면 상리리 776 (상리 교차로),생활방범,1,200,북동,30,2021-06-01,054-330-6663,36.0086777,129.0345225,2022-11-29
영천시청,경상북도 영천시 고경면 상리리 배골길,경상북도 영천시 고경면 상리리 776 (상리 교차로),생활방범,1,200,정서,30,2017-06-01,054-330-6663,36.0086777,129.0345225,2022-11-29
영천시청,경상북도 영천시 고경면 상리리 배골길,경상북도 영천시 고경면 상리리 776 (상리 교차로),생활방범,1,200,정동,30,2017-06-01,054-330-6663,36.0086777,129.0345225,2022-11-29
영천시청,경상북도 영천시 고경면 석계리 상계로,"경상북도 영천시 고경면 석계리 376-61 (삼산리, 석계리 삼거리)",생활방범,1,200,정북,30,2022-09-01,054-330-6663,35.997711,129.090057,2022-11-29
영천시청,경상북도 영천시 고경면 석계리 상계로,"경상북도 영천시 고경면 석계리 376-61 (삼산리, 석계리 삼거리)",생활방범,1,200,360도전방면,30,2022-09-01,054-330-6663,35.997711,129.090057,2022-11-29
영천시청,경상북도 영천시 고경면 오류리 거곡로,경상북도 영천시 고경면 오류리 592-2,생활방범,1,200,정서,30,2017-06-01,054-330-6663,35.9610177,129.0240765,2022-11-29
영천시청,경상북도 영천시 고경면 오류리 거곡로,경상북도 영천시 고경면 오류리 592-2,생활방범,1,200,정동,30,2017-06-01,054-330-6663,35.9610177,129.0240765,2022-11-29
영천시청,경상북도 영천시 고경면 창하리 효자로,경상북도 영천시 고경면 창하리 681-1 (중앙슈퍼 앞),생활방범,1,200,정서,30,2020-06-01,054-330-6663,35.982726,128.983729,2022-11-29
영천시청,경상북도 영천시 고경면 창하리 효자로,경상북도 영천시 고경면 창하리 681-1 (중앙슈퍼 앞),생활방범,1,200,정동,30,2020-06-01,054-330-6663,35.982726,128.983729,2022-11-29
영천시청,경상북도 영천시 고경면 창하리 효자로,경상북도 영천시 고경면 창하리 681-1 (중앙슈퍼 앞),생활방범,1,200,정북,30,2020-06-01,054-330-6663,35.982726,128.983729,2022-11-29
영천시청,경상북도 영천시 고경면 청정리 용담로,경상북도 영천시 고경면 청정리 527-1 (굴다리 삼거리 호국원 방면),생활방범,1,200,남동,30,2018-08-01,054-330-6663,35.9833314,129.1041173,2022-11-29
영천시청,경상북도 영천시 고경면 청정리 용담로,경상북도 영천시 고경면 청정리 527-1 (굴다리 삼거리 호국원 방면),생활방범,1,200,정서,30,2018-08-01,054-330-6663,35.9833314,129.1041173,2022-11-29
영천시청,경상북도 영천시 고경면 청정리 용담로,경상북도 영천시 고경면 청정리 527-1 (굴다리 삼거리 호국원 방면),생활방범,1,200,정동,30,2018-08-01,054-330-6663,35.9833314,129.1041173,2022-11-29
영천시청,경상북도 영천시 고경면 해선리 호국로,경상북도 영천시 고경면 해선리69-1 (고경우체국 근처),생활방범,1,200,360도전방면,30,2019-08-01,054-330-6663,36.0013944,129.0475332,2022-11-29
영천시청,경상북도 영천시 고경면 해선리 호국로,경상북도 영천시 고경면 해선리69-1 (고경우체국 근처),생활방범,1,200,남동,30,2019-08-01,054-330-6663,36.0013944,129.0475332,2022-11-29
영천시청,경상북도 영천시 고경면 해선리 호국로,경상북도 영천시 고경면 해선리69-1 (고경우체국 근처),생활방범,1,200,정서,30,2019-08-01,054-330-6663,36.0013944,129.0475332,2022-11-29
영천시청,경상북도 영천시 과전동 조발골길,경상북도 영천시 과전동 52-2 (마인즈피자 주변 골목),생활방범,1,200,남동,30,2019-08-01,054-330-6663,35.965621,128.9298327,2022-11-29
영천시청,경상북도 영천시 과전동 조발골길,경상북도 영천시 과전동 52-2 (마인즈피자 주변 골목),생활방범,1,200,정서,30,2019-08-01,054-330-6663,35.965621,128.9298327,2022-11-29
영천시청,경상북도 영천시 과전동 숭렬당길,경상북도 영천시 과전동 67-2 (숭렬당 앞 삼거리),생활방범,1,200,남동,30,2021-12-01,054-330-6663,35.966523,128.929306,2022-11-29
영천시청,경상북도 영천시 과전동 숭렬당길,경상북도 영천시 과전동 67-2 (숭렬당 앞 삼거리),생활방범,1,200,정서,30,2021-12-01,054-330-6663,35.966523,128.929306,2022-11-29
영천시청,경상북도 영천시 과전동 숭렬당길,경상북도 영천시 과전동 67-2 (숭렬당 앞 삼거리),생활방범,1,200,정동,30,2021-12-01,054-330-6663,35.966523,128.929306,2022-11-29
영천시청,경상북도 영천시 신성일로 474 (괴연동),경상북도 영천시 괴연동 320-1 (괴연동 경로당 앞),생활방범,1,200,정동,30,2018-05-01,054-330-6663,35.9027624,128.9599071,2022-11-29
영천시청,경상북도 영천시 신성일로 474 (괴연동),경상북도 영천시 괴연동 320-1 (괴연동 경로당 앞),생활방범,1,200,정서,30,2018-05-01,054-330-6663,35.9027624,128.9599071,2022-11-29
영천시청,경상북도 영천시 충혼탑1길,경상북도 영천시 교촌동 168-12,생활방범,1,200,정동,30,2021-06-01,054-330-6663,35.967654,128.928451,2022-11-29
영천시청,경상북도 영천시 충혼탑1길,경상북도 영천시 교촌동 168-12,생활방범,1,200,정서,30,2021-06-01,054-330-6663,35.967654,128.928451,2022-11-29
영천시청,경상북도 영천시 교촌동 마현산길,경상북도 영천시 교촌동 17-3 (영천배수지 입구 삼거리),생활방범,1,200,남동,30,2018-08-01,054-330-6663,35.9701163,128.9266121,2022-11-29
영천시청,경상북도 영천시 교촌동 마현산길,경상북도 영천시 교촌동 17-3 (영천배수지 입구 삼거리),생활방범,1,200,북동,30,2018-08-01,054-330-6663,35.9701163,128.9266121,2022-11-29
영천시청,경상북도 영천시 교촌동 마현산길,경상북도 영천시 교촌동 17-3 (영천배수지 입구 삼거리),생활방범,1,200,정북,30,2018-08-01,054-330-6663,35.9701163,128.9266121,2022-11-29
영천시청,경상북도 영천시 교촌동 마현산길,경상북도 영천시 교촌동 17-3 (영천배수지 입구 삼거리),생활방범,1,200,정서,30,2018-08-01,054-330-6663,35.9701163,128.9266121,2022-11-29
영천시청,"경상북도 영천시 서문길 89 (교촌동, 태평아파트)",경상북도 영천시 교촌동 197,생활방범,1,200,북동,30,2018-05-01,054-330-6663,35.966397,128.927363,2022-11-29
영천시청,"경상북도 영천시 서문길 89 (교촌동, 태평아파트)",경상북도 영천시 교촌동 197,생활방범,1,200,정북,30,2018-05-01,054-330-6663,35.966397,128.927363,2022-11-29
영천시청,"경상북도 영천시 서문길 89 (교촌동, 태평아파트)",경상북도 영천시 교촌동 197,생활방범,1,200,정서,30,2018-05-01,054-330-6663,35.966397,128.927363,2022-11-29
영천시청,"경상북도 영천시 서문길 89 (교촌동, 태평아파트)",경상북도 영천시 교촌동 197,생활방범,1,200,남동,30,2018-05-01,054-330-6663,35.966397,128.927363,2022-11-29
영천시청,"경상북도 영천시 서문길 89 (교촌동, 태평아파트)",경상북도 영천시 교촌동 197,생활방범,1,200,360도전방면,30,2016-12-01,054-330-6663,35.966397,128.927363,2022-11-29
영천시청,경상북도 영천시 사직단길 3-23 (교촌동),경상북도 영천시 교촌동 212-3 (오거리),생활방범,1,200,북동,30,2018-05-01,054-330-6663,35.9684034,128.9276988,2022-11-29
영천시청,경상북도 영천시 사직단길 3-23 (교촌동),경상북도 영천시 교촌동 212-3 (오거리),생활방범,1,200,정북,30,2018-05-01,054-330-6663,35.9684034,128.9276988,2022-11-29
영천시청,경상북도 영천시 사직단길 3-23 (교촌동),경상북도 영천시 교촌동 212-3 (오거리),생활방범,1,200,정서,30,2018-05-01,054-330-6663,35.9684034,128.9276988,2022-11-29
영천시청,경상북도 영천시 사직단길 3-23 (교촌동),경상북도 영천시 교촌동 212-3 (오거리),생활방범,1,200,남동,30,2018-05-01,054-330-6663,35.9684034,128.9276988,2022-11-29
영천시청,경상북도 영천시 교촌동 왕평길,경상북도 영천시 교촌동 220-5 (충혼탑 주차장),생활방범,1,200,360도전방면,30,2021-06-01,054-330-6663,35.967334,128.926495,2022-11-29
영천시청,경상북도 영천시 교촌동 왕평길,경상북도 영천시 교촌동 220-5 (충혼탑 주차장),생활방범,1,200,정서,30,2021-06-01,054-330-6663,35.967334,128.926495,2022-11-29
영천시청,경상북도 영천시 교촌동 왕평길,경상북도 영천시 교촌동 220-5 (충혼탑 주차장),생활방범,1,200,남동,30,2021-06-01,054-330-6663,35.967334,128.926495,2022-11-29
영천시청,경상북도 영천시 서문길 51 (교촌동),경상북도 영천시 교촌동 245-3 (목화아파트 앞),생활방범,1,200,북동,30,2020-06-01,054-330-6663,35.9652996,128.9258267,2022-11-29
영천시청,경상북도 영천시 서문길 51 (교촌동),경상북도 영천시 교촌동 245-3 (목화아파트 앞),생활방범,1,200,정북,30,2020-06-01,054-330-6663,35.9652996,128.9258267,2022-11-29
영천시청,경상북도 영천시 서문길 51 (교촌동),경상북도 영천시 교촌동 245-3 (목화아파트 앞),생활방범,1,200,정서,30,2020-06-01,054-330-6663,35.9652996,128.9258267,2022-11-29
영천시청,경상북도 영천시 서문길 51 (교촌동),경상북도 영천시 교촌동 245-3 (목화아파트 앞),생활방범,1,200,남동,30,2020-06-01,054-330-6663,35.9652996,128.9258267,2022-11-29
영천시청,경상북도 영천시 새말리길 64-3 (교촌동),경상북도 영천시 교촌동 255-13,생활방범,1,200,남동,30,2021-06-01,054-330-6663,35.965337,128.924714,2022-11-29
영천시청,경상북도 영천시 새말리길 64-3 (교촌동),경상북도 영천시 교촌동 255-13,생활방범,1,200,북동,30,2021-06-01,054-330-6663,35.965337,128.924714,2022-11-29
영천시청,경상북도 영천시 운동장로 30-1 (교촌동),경상북도 영천시 교촌동 256-24 (시민운동장 진입로),생활방범,1,200,남동,30,2022-09-01,054-330-6663,35.965515,128.9244186,2022-11-29
영천시청,경상북도 영천시 운동장로 30-1 (교촌동),경상북도 영천시 교촌동 256-24 (시민운동장 진입로),생활방범,1,200,360도전방면,30,2014-05-01,054-330-6663,35.965515,128.9244186,2022-11-29
영천시청,경상북도 영천시 성내안길 14-1 (교촌동),경상북도 영천시 교촌동 261-4 (서문가스),생활방범,1,200,정서,30,2020-06-01,054-330-6663,35.964615,128.924528,2022-11-29
영천시청,경상북도 영천시 성내안길 14-1 (교촌동),경상북도 영천시 교촌동 261-4 (서문가스),생활방범,1,200,남동,30,2020-06-01,054-330-6663,35.964615,128.924528,2022-11-29
영천시청,경상북도 영천시 성내안길 14-1 (교촌동),경상북도 영천시 교촌동 261-4 (서문가스),생활방범,1,200,북동,30,2020-06-01,054-330-6663,35.964615,128.924528,2022-11-29
영천시청,경상북도 영천시 성내안길 14-1 (교촌동),경상북도 영천시 교촌동 261-4 (서문가스),생활방범,1,200,정북,30,2020-06-01,054-330-6663,35.964615,128.924528,2022-11-29
영천시청,경상북도 영천시 영화새싹길 1-20 (교촌동),경상북도 영천시 교촌동 268-1,생활방범,1,200,360도전방면,30,2018-08-01,054-330-6663,35.9638034,128.9231924,2022-11-29
영천시청,경상북도 영천시 영화새싹길 1-20 (교촌동),경상북도 영천시 교촌동 268-1,생활방범,1,200,북동,30,2018-08-01,054-330-6663,35.9638034,128.9231924,2022-11-29
영천시청,경상북도 영천시 영화새싹길 1-20 (교촌동),경상북도 영천시 교촌동 268-1,생활방범,1,200,정북,30,2018-08-01,054-330-6663,35.9638034,128.9231924,2022-11-29
영천시청,경상북도 영천시 영화새싹길 1-20 (교촌동),경상북도 영천시 교촌동 268-1,생활방범,1,200,정서,30,2018-08-01,054-330-6663,35.9638034,128.9231924,2022-11-29
영천시청,경상북도 영천시 영화새싹길 1-20 (교촌동),경상북도 영천시 교촌동 268-1,생활방범,1,200,남동,30,2018-08-01,054-330-6663,35.9638034,128.9231924,2022-11-29
영천시청,경상북도 영천시 영화새싹길 1-20 (교촌동),경상북도 영천시 교촌동 268-1,생활방범,1,200,정동,30,2018-08-01,054-330-6663,35.9638034,128.9231924,2022-11-29
영천시청,경상북도 영천시 영화새싹길 1-20 (교촌동),경상북도 영천시 교촌동 268-1,생활방범,1,200,정남,30,2018-08-01,054-330-6663,35.9638034,128.9231924,2022-11-29
영천시청,경상북도 영천시 천문로 200 (금노동),경상북도 영천시 금노동 491-50 (한전 앞),생활방범,1,200,360도전방면,30,2017-06-01,054-330-6663,35.9562325,128.9319025,2022-11-29
영천시청,경상북도 영천시 천문로 200 (금노동),경상북도 영천시 금노동 491-50 (한전 앞),생활방범,1,200,정동,30,2017-06-01,054-330-6663,35.9562325,128.9319025,2022-11-29
영천시청,경상북도 영천시 천문로 200 (금노동),경상북도 영천시 금노동 491-50 (한전 앞),생활방범,1,200,정남,30,2017-06-01,054-330-6663,35.9562325,128.9319025,2022-11-29
영천시청,경상북도 영천시 금완로 39 (금노동),경상북도 영천시 금노동 502-7 (금노사거리),생활방범,1,200,정북,30,2019-10-01,054-330-6663,35.9605423,128.9325049,2022-11-29
영천시청,경상북도 영천시 금완로 39 (금노동),경상북도 영천시 금노동 502-7 (금노사거리),생활방범,1,200,정서,30,2019-10-01,054-330-6663,35.9605423,128.9325049,2022-11-29
영천시청,경상북도 영천시 금완로 39 (금노동),경상북도 영천시 금노동 502-7 (금노사거리),생활방범,1,200,남동,30,2019-10-01,054-330-6663,35.9605423,128.9325049,2022-11-29
영천시청,경상북도 영천시 금완로 39 (금노동),경상북도 영천시 금노동 502-7 (금노사거리),생활방범,1,200,정동,30,2019-10-01,054-330-6663,35.9605423,128.9325049,2022-11-29
영천시청,경상북도 영천시 금완로 39 (금노동),경상북도 영천시 금노동 502-7 (금노사거리),생활방범,1,200,북동,30,2019-10-01,054-330-6663,35.9605423,128.9325049,2022-11-29
영천시청,경상북도 영천시 금완로 39 (금노동),경상북도 영천시 금노동 502-7 (금노사거리),생활방범,1,200,360도전방면,30,2018-08-01,054-330-6663,35.9605423,128.9325049,2022-11-29
영천시청,경상북도 영천시 담안4길 45 (금노동),경상북도 영천시 금노동 542-1,생활방범,1,130,정북,30,2019-10-01,054-330-6663,35.9609895,128.9300761,2022-11-29
영천시청,경상북도 영천시 담안4길 45 (금노동),경상북도 영천시 금노동 542-1,생활방범,1,130,정동,30,2019-10-01,054-330-6663,35.9609895,128.9300761,2022-11-29
영천시청,경상북도 영천시 담안4길 45 (금노동),경상북도 영천시 금노동 542-1,생활방범,1,130,북동,30,2019-10-01,054-330-6663,35.9609895,128.9300761,2022-11-29
영천시청,경상북도 영천시 금노동 강변길,경상북도 영천시 금노동 546-23 (대아반점 앞),생활방범,1,200,360도전방면,30,2019-10-01,054-330-6663,35.9613969,128.9290579,2022-11-29
영천시청,경상북도 영천시 금노동 강변길,경상북도 영천시 금노동 546-23 (대아반점 앞),생활방범,1,200,정동,30,2019-10-01,054-330-6663,35.9613969,128.9290579,2022-11-29
영천시청,경상북도 영천시 금노동 강변길,경상북도 영천시 금노동 546-23 (대아반점 앞),생활방범,1,200,북동,30,2019-10-01,054-330-6663,35.9613969,128.9290579,2022-11-29
영천시청,경상북도 영천시 담안2길 18-9 (금노동),경상북도 영천시 금노동 551-3 (대동정형외과 뒤),생활방범,1,200,북동,30,2014-05-01,054-330-6663,35.9616252,128.9288123,2022-11-29
영천시청,경상북도 영천시 담안2길 18-9 (금노동),경상북도 영천시 금노동 551-3 (대동정형외과 뒤),생활방범,1,200,남동,30,2014-05-01,054-330-6663,35.9616252,128.9288123,2022-11-29
영천시청,경상북도 영천시 강변로 44 (금노동),경상북도 영천시 금노동 584-3 (시외버스터미널 앞),생활방범,1,200,정동,30,2019-10-01,054-330-6663,35.9606349,128.9275498,2022-11-29
영천시청,경상북도 영천시 강변로 44 (금노동),경상북도 영천시 금노동 584-3 (시외버스터미널 앞),생활방범,1,200,북동,30,2019-10-01,054-330-6663,35.9606349,128.9275498,2022-11-29
영천시청,경상북도 영천시 강변로 44 (금노동),경상북도 영천시 금노동 584-3 (시외버스터미널 앞),생활방범,1,200,정북,30,2019-10-01,054-330-6663,35.9606349,128.9275498,2022-11-29
영천시청,경상북도 영천시 강변로 44 (금노동),경상북도 영천시 금노동 584-3 (시외버스터미널 앞),생활방범,1,200,정서,30,2019-10-01,054-330-6663,35.9606349,128.9275498,2022-11-29
영천시청,경상북도 영천시 강변로 44 (금노동),경상북도 영천시 금노동 584-3 (시외버스터미널 앞),생활방범,1,200,360도전방면,30,2019-10-01,054-330-6663,35.9606349,128.9275498,2022-11-29
영천시청,경상북도 영천시 금노동 금완로,경상북도 영천시 금노동 591-1 (황제콜라텍 앞),생활방범,1,200,정남,30,2021-06-01,054-330-6663,35.9605467,128.9299722,2022-11-29
